state,region,county,region_code,state_code,county_code,date,timezone,injuries_direct,injuries_indirect,deaths_direct,deaths_indirect,damage,f_scale,length,width,latitude,longitude
Colorado,Rocky Mountains,Otero County,7,8,89,04-Jun-13 16:13:00,MST-7,0,0,0,0,0.00K,EF0,2.19,100,37.69,-103.53
Colorado,Rocky Mountains,Lincoln County,7,8,73,04-Jun-13 16:53:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,38.62,-103.58
Colorado,Rocky Mountains,Washington County,7,8,121,13-Jun-13 16:53:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,39.92,-102.9
Colorado,Rocky Mountains,Washington County,7,8,121,13-Jun-13 17:15:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,40.26,-103.21
Colorado,Rocky Mountains,Washington County,7,8,121,13-Jun-13 17:32:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,40.36,-103.1
Colorado,Rocky Mountains,Kit Carson County,7,8,63,17-Jun-13 15:49:00,MST-7,0,0,0,0,0.00K,EF0,0.25,50,39.16,-102.65
Colorado,Rocky Mountains,Otero County,7,8,89,17-Jun-13 16:34:00,MST-7,0,0,0,0,0.00K,EF0,6.04,100,38.07,-103.53
Colorado,Rocky Mountains,Denver County,7,8,31,18-Jun-13 13:21:00,MST-7,0,0,0,0,,EF1,2.4,75,39.83,-104.64
Colorado,Rocky Mountains,Prowers County,7,8,99,25-Jul-13 13:20:00,MST-7,0,0,0,0,0.00K,EF0,1.09,100,37.67,-102.38
Colorado,Rocky Mountains,Baca County,7,8,9,25-Jul-13 14:09:00,MST-7,0,0,0,0,0.00K,EF0,1.1,75,37.51,-102.3
Colorado,Rocky Mountains,Morgan County,7,8,87,03-Aug-13 13:00:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,40.27,-103.79
Colorado,Rocky Mountains,Washington County,7,8,121,03-Aug-13 14:37:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,39.61,-103.58
Colorado,Rocky Mountains,Lincoln County,7,8,73,03-Aug-13 15:07:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,39.39,-103.5
Colorado,Rocky Mountains,Weld County,7,8,123,03-Aug-13 15:17:00,MST-7,0,0,0,0,5.00K,EF0,0.1,50,40.48,-104.74
Colorado,Rocky Mountains,Weld County,7,8,123,03-Aug-13 15:29:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,40.39,-104.83
Colorado,Rocky Mountains,Weld County,7,8,123,03-Aug-13 16:24:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,40.14,-104.55
Colorado,Rocky Mountains,Weld County,7,8,123,03-Aug-13 16:40:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,40.05,-105.05
Idaho,Rocky Mountains,Jefferson County,7,16,51,07-May-13 15:10:00,MST-7,0,0,0,0,0.00K,EF0,1.17,5,43.9,-112.49
Idaho,Rocky Mountains,Jerome County,7,16,53,08-May-13 16:20:00,MST-7,0,0,0,0,0.00K,EF0,1,20,42.8,-114.41
Idaho,Rocky Mountains,Elmore County,7,16,39,26-May-13 13:10:00,MST-7,0,0,0,0,0.00K,EF0,3.92,50,43.19,-115.88
Idaho,Rocky Mountains,Bear Lake County,7,16,7,07-Jul-13 18:30:00,MST-7,0,0,0,0,0.00K,EF0,1,10,42.23,-111.32
Idaho,Rocky Mountains,Fremont County,7,16,43,17-Sep-13 13:45:00,MST-7,0,0,0,0,0.00K,EF0,0.5,10,,
Idaho,Rocky Mountains,Clark County,7,16,33,17-Sep-13 13:47:00,MST-7,0,0,0,0,0.00K,EF0,0.5,10,,
Montana,Rocky Mountains,Fallon County,7,30,25,03-Jun-13 15:00:00,MST-7,0,0,0,0,0.00K,EF0,1,50,46.5,-104.19
Montana,Rocky Mountains,Musselshell County,7,30,65,08-Jul-13 15:48:00,MST-7,0,0,0,0,0.00K,EF0,0.5,50,46.61,-107.87
Montana,Rocky Mountains,Custer County,7,30,17,08-Jul-13 17:54:00,MST-7,0,0,0,0,0.00K,EF1,0.57,100,46.24,-105.76
Montana,Rocky Mountains,Roosevelt County,7,30,85,15-Jul-13 14:45:00,MST-7,0,0,0,0,500.00K,EF2,22.99,440,48.35,-105.61
Montana,Rocky Mountains,Powder River County,7,30,75,03-Aug-13 18:15:00,MST-7,0,0,0,0,,EF0,1,100,45.44,-105.6
Montana,Rocky Mountains,Flathead County,7,30,29,04-Nov-13 07:42:00,MST-7,0,0,0,0,0.00K,EF0,0.75,200,47.97,-114.07
Utah,Rocky Mountains,Utah County,7,49,49,07-Sep-13 15:40:00,MST-7,0,0,0,0,10.00K,EF0,0.1,3,,
Wyoming,Rocky Mountains,Park County,7,56,29,27-May-13 10:00:00,MST-7,0,0,0,0,0.00K,EF0,6.27,20,44.33,-108.83
Wyoming,Rocky Mountains,Platte County,7,56,31,22-Jun-13 12:58:00,MST-7,0,0,0,0,0.00K,EF0,0.37,30,41.98,-104.97
Wyoming,Rocky Mountains,Natrona County,7,56,25,22-Jun-13 13:06:00,MST-7,0,0,0,0,0.00K,EF0,0.08,20,42.96,-106.09
Wyoming,Rocky Mountains,Goshen County,7,56,15,22-Jun-13 14:54:00,MST-7,0,0,0,0,0.00K,EF0,0.39,30,41.85,-104.51
Wyoming,Rocky Mountains,Goshen County,7,56,15,22-Jun-13 15:30:00,MST-7,0,0,0,0,0.00K,EF0,4.25,40,41.72,-104.17
Wyoming,Rocky Mountains,Laramie County,7,56,21,29-Jul-13 17:03:00,MST-7,0,0,0,0,0.00K,EF0,1.25,50,41.27,-105.05
Wyoming,Rocky Mountains,Natrona County,7,56,25,12-Aug-13 12:30:00,MST-7,0,0,0,0,0.00K,EF0,0.09,10,42.55,-106.77
Wyoming,Rocky Mountains,Sweetwater County,7,56,37,15-Sep-13 16:11:00,MST-7,0,0,0,0,0.00K,EF0,0.05,30,,
California,Far West,Tehama County,8,6,103,19-Feb-13 13:28:00,PST-8,0,0,0,0,20.00K,EF0,0.5,50,40.05,-122.14
California,Far West,Colusa County,8,6,11,19-Feb-13 14:00:00,PST-8,0,0,0,0,0.00K,EF0,0.26,50,39.24,-122.26
California,Far West,Tehama County,8,6,103,04-Apr-13 17:59:00,PST-8,0,0,0,0,0.00K,EF0,0.82,50,40.15,-122.22
California,Far West,Kern County,8,6,29,06-May-13 18:10:00,PST-8,0,0,0,0,0.00K,EF0,0.44,15,35.38,-119.05
California,Far West,San Bernardino County,8,6,71,18-Aug-13 13:00:00,PST-8,0,0,0,0,0.00K,EF0,1.02,3,,
Oregon,Far West,Wallowa County,8,41,63,09-May-13 14:30:00,PST-8,0,0,0,0,0.00K,EF0,0.1,10,45.52,-117.37
Oregon,Far West,Yamhill County,8,41,71,13-Jun-13 16:32:00,PST-8,0,0,0,0,0.00K,EF1,0.25,53,45.22,-123.19
Oregon,Far West,Douglas County,8,41,19,18-Jun-13 14:30:00,PST-8,0,0,0,0,1.00K,EF0,0.1,10,43.28,-123.42
Washington,Far West,Clark County,8,53,11,21-Mar-13 16:00:00,PST-8,0,0,0,0,10.00K,EF0,0.01,10,45.75,-122.45
Washington,Far West,Pierce County,8,53,53,30-Sep-13 06:20:00,PST-8,0,0,0,0,25.00K,EF1,1,75,,
